Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
693,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A46801373623,"कविवर्य सुरेश भट संगीत, साहित्य व कला अकादमी तसेच श्रीमंत राजे रघुजीराम भोसले, नगर भवन सभागृह टाऊन हॉलचे निर्माण करणे",P.W.D.,,622.77,709.85,0.00,1000.00,500.00,500.00,500.00,1300.00,,,
694,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A46802273624,वसंत नारखेडकर स्मृती जेष्ठ नागरिकांसाठी मनोरंजन केंद्र/विरंगुळा केंद्र निर्माण करणे,SPORT & CULTURAL DEPT.,,33.57,11.66,12.96,75.00,10.00,20.00,10.00,75.00,,,
695,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201960401,"शहरातील नदी, नाले, यांचे प्रकलप राबविणे",PENCH PROJECT CELL,,0.00,49.33,114.53,450.00,200.00,200.00,500.00,450.00,,,
696,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47001373801,स्व. सुमतीताई सुकळीकर स्मृति महिला नेतृत्व संवर्धन निधी अंतर्गत वार्डातील लोकपयोगी कामांंकरिता,P.W.D.,,3.00,25.02,23.77,75.00,30.00,70.00,25.00,75.00,,,
697,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47001272302,महिलांकरीता शौचालय/प्रसाधनगृह निर्मिती,HEALTH (S),,0.00,0.00,0.00,100.00,5.00,5.00,10.00,100.00,,,
698,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47005172361,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
699,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47010172311,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
700,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47015172361,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
701,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47020172311,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
702,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47025172361,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
703,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47030172311,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
704,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47035172361,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
705,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47040172311,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
706,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47045172361,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
707,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47050172311,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
708,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,WOMEN & Child Welfare Program,A47002473803,महिला व बाल विकास (1) महिला उद्योजिका मेळाव्या करिता रु. 30 लक्ष राखीव (2)लाडली लक्ष्मी योजनाक रिता रु. 100 लक्ष राखीव (3) जननी शिशु कार्यøमाकरीता रु. 25 लक्ष राखीव (4) जागतीक महीला दिनानिमित्त विविध कार्यøमाचे आयोजनासाठी रु. 10 लक्ष राखीव (5) अल्प आय गटातील गरजु महीलांना शिवन यंत्र वाटपाकरीता रु. 45 लक्ष राखीव (5) अल्प आय गटातील गरजु महीलांना शिवण यंत्र वाटपाकरिता रु. 45 लक्ष राखीव ,SOCIAL WELFARE,,30.07,35.57,59.83,250.00,50.00,50.00,100.00,250.00,,,
709,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,WOMEN & Child Welfare Program,A47101171504,पाचपावली सुतिकागृह मशीनरी खरेदी व ब्लड स्टोअरेज करीता/सिकलसेल डे केअर युनिट,HEALTH (M),,0.85,0.37,0.20,25.00,5.00,5.00,5.00,25.00,,,
710,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A47201271305,सफाई कपामगारांना मालकी तत्वावर गृह निर्माण,HEALTH (S),,0.96,0.00,0.00,3.50,1.00,1.00,1.00,3.50,,,
711,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501770706,मागासवर्गीय वस्तीत इलेक्ट्रीक पोल लावणे,P.W.D. ELECTRICAL,,30.29,22.57,50.96,150.00,50.00,50.00,50.00,150.00,,,
712,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47500272907,अध्ययन कक्ष निर्माण/झोपडपट्टीमध्सये,LIBRARY DEPT.,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
713,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501374008,दलित वस्तीतील कामे,P.W.D.,,5.29,0.00,0.00,100.00,40.00,40.00,50.00,100.00,,,
714,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501374009,गलीच्छ वस्ती सुधारणा अंतर्गत अतिरीक्त सवलती,P.W.D.,,104.14,139.48,186.95,350.00,150.00,150.00,150.00,350.00,,,
715,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501374110,बी.एस.यू.पी. सर्वे करीता,P.W.D.,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
716,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501370511,रस्त्यांचे निर्माण,P.W.D.,,251.60,343.37,413.86,1000.00,450.00,450.00,450.00,800.00,,,
717,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501371912,भुमिगत नाली बांधणे,P.W.D.,,42.41,40.94,39.00,500.00,50.00,50.00,50.00,500.00,,,
718,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501272313,स्वस्तप्रकारचे सांस निमीती,HEALTH (S),,43.02,52.55,67.60,75.00,50.00,50.00,50.00,75.00,,,
719,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47502072714,प्राथमिक शाळा भवन निर्माण,EDUCATION DEPT.,,19.12,9.58,15.02,75.00,25.00,25.00,25.00,75.00,,,
720,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47502072815,माध्यमिक शाळा भवन निर्माण,EDUCATION DEPT.,,0.00,0.00,7.20,25.00,15.00,15.00,15.00,25.00,,,
721,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation program,A47701374116,संत रविदास आश्रय योजना (गठई कामगारांकरिता टपरी तयार करणे व वाटप करणे),P.W.D.,,0.00,0.00,0.00,25.00,1.00,1.00,1.00,25.00,,,
722,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Training Program,A47702474613,शहरी नागरी लघु उपक्रम प्रशिक्षण तसेच रोजगार समन्सय,SOCIAL WELFARE,,0.00,0.00,0.00,5.00,1.00,1.00,1.00,1.00,,,
723,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A47601360601,बी.एस.यू.पी. घरकुल योजनेअंतर्गत मनपाचा सहभाग,P.W.D.,,846.03,2595.95,4131.28,3500.00,4000.00,3826.00,4000.00,3500.00,,,
724,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A47601361302,आर्थिक दृष्या दुर्बल एस.सी./एस.टी. व नव बौध्दांकरीता घरकुल योजना,P.W.D.,,0.00,150.36,564.18,900.00,250.00,250.00,300.00,300.00,,,
725,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A47601361403,आर्थिक दृष्टया दुर्बल घटकांसाटी करीता घरकुल योजना,P.W.D.,,0.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00,,,
726,A4 Capital Expenditure,8 Other Services,Capital work for administration computer & other machine purchase,A48200174201,मनपाच्या विभागांच्या कामकाजाचे संगणीकरण करणे,G.A.D.,,312.67,247.25,269.52,300.00,175.00,175.00,200.00,200.00,,,
727,A4 Capital Expenditure,8 Other Services,Other Activities ,A48801374602,  धोबीघाट निर्माण  ,P.W.D.,,0.00,0.00,0.00,25.00,1.00,1.00,1.00,15.00,,,
728,A4 Capital Expenditure,9 Revenue and Tax,Property Tax,A49000674201,कर विभगाकरीता यंत्रसामुग्री खरेदी,PROPERTY TAX DEPT.,,0.00,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
729,A4 Capital Expenditure,9 Revenue and Tax,L.B.T./Octroi,A49100571302,चुंगीनाका चेकपोस्ट निर्माण व जाकत भवन निर्माण,L.B.T./OCTROI DEPT.,,27.58,4.18,0.00,10.00,1.00,1.00,1.00,5.00,,,
730,A4 Capital Expenditure,9 Revenue and Tax,L.B.T./Octroi,A49100574603,रहदारी नाक्यावर प्रकाश व पाणी व्यवस्था,L.B.T./OCTROI DEPT.,,19.25,0.85,2.30,10.00,1.00,1.00,1.00,5.00,,,
731,A4 Capital Expenditure,9 Revenue and Tax,L.B.T./Octroi,A49100574504,नविन वाहन खरेदी,L.B.T./OCTROI DEPT.,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
732,A6 Deposit Refund,0 General Administration,Account & Finance,A60200480101,कॉट्रॅक्टरव्दारा जमा रकमेचा परतावा,ACCOUNTS AND FINANCE,,801.36,0.08,452.92,400.00,250.00,250.00,250.00,400.00,,,
733,A6 Deposit Refund,0 General Administration,Account & Finance,A60200480502,इतर ठेवी परतावा,ACCOUNTS AND FINANCE,,191.30,10.50,55.93,50.00,200.00,200.00,200.00,50.00,,,
734,A6 Deposit Refund,0 General Administration,Account & Finance,A60200480903,गुंतवणुकीचा परतावा,ACCOUNTS AND FINANCE,,1140.00,122.00,0.00,100.00,100.00,100.00,100.00,100.00,,,
